Brand,User_Age,Daily_Usage_(in_minutes)
Motorola,16,187
Xioami,29,116
Samsung,34,215
LYF,33,128
LG,47,-20
Honor,15,92
Honor,31,121
Honor,38,295
LG,42,15
Nokia,44,178
Oppo,26,80
Honor,36,199
RealMe,23,68
Oppo,44,150
Samsung,31,54
OnePlus,18,69
Nokia,45,54
LG,35,113
Lenovo,13,-79
LG,27,2
Samsung,28,186
Vivo,30,16
Xioami,42,86
Apple,53,224
RealMe,68,264
Apple,60,32
OnePlus,36,205
Motorola,46,51
Vivo,40,-14
Oppo,15,91
Lenovo,48,163
Oppo,49,131
Motorola,44,164
Vivo,20,124
Apple,33,99
Apple,27,85
Oppo,20,84
RealMe,26,22
Apple,25,120
Vivo,22,184
Honor,50,149
OnePlus,56,43
Vivo,48,120
Samsung,46,116
Honor,55,110
Honor,42,64
Honor,28,222
LG,41,-60
Samsung,44,95
Samsung,24,30
LG,40,85
Oppo,52,-37
Xioami,27,162
RealMe,15,96
Motorola,26,138
RealMe,44,49
Vivo,40,119
Vivo,56,63
Nokia,17,220
OnePlus,45,167
RealMe,53,-49
Motorola,34,104
Samsung,36,122
Nokia,14,86
OnePlus,37,129
Nokia,49,203
LYF,47,226
Oppo,62,134
Samsung,35,197
Oppo,24,116
Vivo,49,109
RealMe,43,243
Nokia,26,186
Oppo,28,67
Samsung,41,53
LG,39,15
OnePlus,52,109
Oppo,76,72
RealMe,28,153
Vivo,52,82
LYF,49,118
Lenovo,48,70
Lenovo,21,188
LYF,44,208
Xioami,54,39
Vivo,25,236
Xioami,25,32
Nokia,13,114
RealMe,44,247
Xioami,22,156
LYF,39,108
Samsung,32,75
Samsung,35,157
Oppo,32,228
RealMe,15,92
Apple,23,127
OnePlus,16,240
Xioami,35,197
RealMe,34,225
Vivo,28,180
Samsung,34,107
Honor,29,-15
Lenovo,79,117
Lenovo,56,3
Nokia,37,29
Lenovo,56,93
Honor,42,233
LG,58,81
Oppo,37,26
LG,22,170
Honor,28,77
Motorola,61,83
Honor,44,159
OnePlus,26,37
LYF,24,136
Vivo,47,14
LYF,57,246
RealMe,29,159
Lenovo,35,154
RealMe,52,249
Honor,22,148
Honor,45,88
Honor,49,140
Vivo,11,78
LYF,50,86
Vivo,41,28
LG,13,35
LG,45,18
OnePlus,42,152
Lenovo,12,159
Apple,20,99
Lenovo,50,119
Oppo,36,5
LYF,36,224
LYF,58,112
Xioami,35,164
Nokia,45,48
LYF,37,164
Lenovo,10,100
Motorola,34,40
Xioami,26,137
Oppo,26,200
Oppo,29,245
OnePlus,44,55
RealMe,23,-57
Motorola,37,160
Oppo,28,100
Motorola,31,117
Honor,59,223
LYF,53,130
Nokia,31,-35
LYF,34,201
Oppo,26,245
LYF,35,116
Nokia,29,55
LYF,84,244
Vivo,28,14
Xioami,39,32
Samsung,43,14
Nokia,57,251
Vivo,33,157
Apple,45,155
OnePlus,27,146
Honor,38,152
Lenovo,17,-30
Lenovo,32,90
Oppo,17,45
Oppo,48,214
Motorola,37,168
Motorola,64,176
Nokia,45,55
Motorola,59,168
Oppo,30,105
Honor,35,91
Honor,16,92
Honor,39,144
Vivo,22,246
Xioami,36,47
Vivo,33,120
Apple,15,222
Apple,15,10
RealMe,31,46
Xioami,30,301
Honor,46,-17
Honor,33,-65
Honor,80,53
OnePlus,19,71
LG,29,189
RealMe,27,76
RealMe,49,171
LG,30,124
LG,15,-20
Honor,44,38
Xioami,18,119
Honor,19,154
Apple,10,127
LG,64,160
Lenovo,30,30
LG,25,183
Vivo,21,43
RealMe,64,192
LYF,53,57
RealMe,41,-121
Samsung,36,284
RealMe,32,30
OnePlus,44,0
Vivo,18,36
Nokia,48,233
Apple,11,247
Vivo,34,152
LYF,42,17
Lenovo,47,162
Honor,16,93
Apple,35,145
Samsung,31,185
Honor,15,139
Motorola,24,82
RealMe,69,70
Samsung,25,125
Lenovo,24,134
LYF,12,244
Nokia,39,56
LG,44,161
Xioami,33,162
LG,24,66
LG,30,72
OnePlus,48,112
Honor,58,-1
LG,45,213
LG,34,22
Lenovo,70,257
Honor,29,87
Vivo,28,150
LG,35,124
Xioami,13,41
Apple,56,100
Xioami,33,-7
LYF,61,68
Apple,41,123
Vivo,38,176
Samsung,30,148
Vivo,22,199
RealMe,93,57
LYF,24,214
LG,24,23
Vivo,20,22
Oppo,41,75
Nokia,53,237
RealMe,19,79
Oppo,38,94
Motorola,63,187
Honor,11,230
Oppo,23,258
LG,48,137
LYF,36,72
Honor,35,172
OnePlus,28,184
Vivo,28,-4
Lenovo,19,42
Oppo,37,103
Nokia,46,105
RealMe,49,201
Lenovo,60,89
Samsung,23,110
Vivo,26,106
Motorola,30,194
Oppo,46,35
Oppo,59,231
Vivo,40,61
Honor,45,142
OnePlus,35,326
Apple,30,-40
Xioami,19,73
Lenovo,50,251
Oppo,42,179
OnePlus,91,24
Samsung,69,73
Honor,52,1
Vivo,63,75
OnePlus,29,31
Apple,11,214
OnePlus,34,227
Motorola,65,61
LYF,59,34
OnePlus,21,110
RealMe,52,29
LG,40,200
RealMe,10,57
Samsung,29,49
Samsung,38,113
Apple,33,181
LYF,40,55
Samsung,49,131
Oppo,21,188
RealMe,15,155
OnePlus,52,345
OnePlus,34,84
Lenovo,38,171
Oppo,27,151
Lenovo,30,14
OnePlus,56,126
Oppo,37,88
LG,13,35
Lenovo,63,130
OnePlus,52,198
OnePlus,36,192
Lenovo,19,-10
Nokia,64,195
LG,20,15
Motorola,41,212
Nokia,21,126
Motorola,21,157
Vivo,22,227
RealMe,33,65
LYF,43,35
Motorola,11,133
Vivo,49,26
Apple,48,52
OnePlus,45,193
Vivo,48,107
Lenovo,34,84
Lenovo,22,12
RealMe,42,78
RealMe,22,161
Xioami,14,35
LG,41,130
Samsung,14,169
LG,47,9
Honor,58,10
Apple,29,173
RealMe,47,149
Lenovo,53,-29
Honor,51,127
Nokia,43,89
Honor,34,49
LYF,28,198
Motorola,26,39
LYF,54,41
RealMe,15,248
Vivo,51,-27
Oppo,45,159
OnePlus,40,32
Nokia,41,109
Motorola,51,216
LG,57,64
Apple,30,204
Samsung,50,73
Xioami,35,-9
OnePlus,35,263
Samsung,33,37
OnePlus,58,1
Samsung,18,128
Xioami,49,202
Apple,41,86
OnePlus,37,237
RealMe,51,149
Nokia,66,238
Xioami,13,-8
Oppo,33,74
Nokia,56,199
Apple,67,191
LYF,25,231
Lenovo,20,246
Motorola,84,113
Motorola,30,20
Honor,29,182
Samsung,25,206
Lenovo,38,134
Nokia,54,95
Vivo,40,114
Xioami,22,57
Nokia,47,142
Oppo,27,130
LYF,34,206
Honor,11,200
OnePlus,48,119
Xioami,44,-10
RealMe,44,79
LYF,71,241
Samsung,35,161
Lenovo,62,119
OnePlus,60,108
OnePlus,49,174
RealMe,21,6
Samsung,34,182
LYF,23,103
Vivo,18,91
Xioami,35,120
LG,29,236
Samsung,44,82
Apple,30,182
Honor,49,213
Lenovo,49,137
Xioami,34,210
LYF,33,166
Motorola,23,35
Vivo,10,72
OnePlus,52,99
Honor,48,29
LG,45,122
Motorola,30,273
Motorola,38,87
Oppo,28,67
OnePlus,37,62
Samsung,24,127
Xioami,46,-13
Lenovo,25,122
Honor,17,220
Samsung,25,108
Vivo,30,155
RealMe,19,100
OnePlus,31,153
LYF,38,112
Oppo,30,-68
Xioami,50,182
Xioami,55,262
Motorola,25,-1
Apple,33,244
LG,47,171
LG,27,149
Vivo,37,-5
Vivo,19,6
Apple,71,188
LG,43,116
Nokia,19,-3
Honor,34,75
Motorola,50,148
Xioami,24,211
Samsung,39,81
LYF,14,197
Samsung,38,168
Samsung,31,111
LG,53,269
Motorola,30,83
LYF,40,116
Honor,68,112
Samsung,43,62
Motorola,60,237
Nokia,42,84
Samsung,31,3
OnePlus,64,93
LG,32,16
OnePlus,54,244
Oppo,22,274
Motorola,23,157
Xioami,32,212
Apple,20,19
Oppo,37,64
Xioami,42,113
Apple,32,118
Samsung,59,124
OnePlus,26,105
Honor,44,118
OnePlus,15,141
Vivo,51,145
Xioami,10,150
Honor,27,193
LG,49,38
RealMe,37,-14
RealMe,34,-26
LYF,30,173
Nokia,44,321
Apple,24,139
LYF,12,20
Apple,84,109
LG,24,94
LYF,48,139
Nokia,50,68
Honor,39,186
LYF,18,28
Motorola,40,80
Oppo,37,-3
Xioami,35,179
Motorola,38,38
Honor,38,110
Nokia,47,3
Xioami,59,44
OnePlus,32,49
Samsung,10,175
OnePlus,24,195
Samsung,16,96
LG,57,13
Vivo,58,118
Nokia,23,146
LYF,14,36
Oppo,35,-41
Oppo,40,150
Honor,15,144
Oppo,58,241
Vivo,37,115
OnePlus,49,233
Vivo,56,162
Xioami,48,191
Oppo,17,34
RealMe,36,60
Apple,18,38
LYF,22,-46
Apple,41,78
LYF,20,183
Oppo,32,63
Apple,20,169
Lenovo,31,191
LG,33,-10
Lenovo,29,202
RealMe,46,193
Motorola,52,94
LG,44,113
Oppo,52,201
Xioami,60,29
RealMe,43,153
LG,56,87
Apple,66,118
Nokia,44,166
Apple,54,48
Vivo,60,141
Honor,17,208
Honor,36,95
LG,80,182
LYF,44,166
Vivo,29,228
Apple,56,167
LYF,14,69
Oppo,33,196
Apple,43,138
Honor,37,129
OnePlus,35,182
Nokia,43,106
Samsung,49,129
OnePlus,60,248
Apple,42,163
Samsung,25,117
LG,49,54
Motorola,65,-4
RealMe,26,34
OnePlus,48,88
Oppo,33,-33
Xioami,50,95
Vivo,53,28
Lenovo,25,82
Xioami,24,167
OnePlus,42,-115
RealMe,63,132
Honor,36,158
Lenovo,50,30
Motorola,66,135
OnePlus,10,179
Motorola,29,72
Lenovo,36,232
Vivo,42,90
Samsung,30,185
Oppo,43,128
Samsung,14,193
LG,57,161
Nokia,19,126
Vivo,46,198
Nokia,59,149
Samsung,29,210
RealMe,35,108
RealMe,55,264
Motorola,31,273
Lenovo,39,159
Lenovo,34,130
Oppo,45,77
Nokia,38,73
Motorola,36,-29
Vivo,43,35
Honor,40,120
LG,52,214
Motorola,34,117
Vivo,28,126
Oppo,42,120
Lenovo,35,19
Xioami,16,151
Xioami,36,119
RealMe,60,59
OnePlus,71,7
Nokia,21,81
Samsung,27,244
Motorola,61,141
Xioami,76,82
Xioami,74,139
Lenovo,10,104
Samsung,16,25
OnePlus,27,128
LYF,17,284
Apple,32,136
Oppo,45,78
Motorola,29,36
Lenovo,53,117
Honor,28,245
LG,34,155
OnePlus,33,122
Xioami,27,83
Samsung,31,52
Motorola,40,254
LYF,15,2
Motorola,61,18
Xioami,36,214
RealMe,65,97
Samsung,18,203
Motorola,49,190
Lenovo,85,180
OnePlus,59,178
LYF,29,195
Honor,54,262
LYF,27,90
Vivo,30,69
Vivo,65,73
LYF,32,102
OnePlus,21,83
RealMe,27,200
Lenovo,37,125
LG,31,170
Apple,46,206
Samsung,59,109
Vivo,38,25
Honor,37,135
Lenovo,42,204
Honor,13,56
RealMe,10,1
RealMe,19,165
OnePlus,17,69
Vivo,38,140
Motorola,23,108
LG,43,141
Xioami,35,147
Samsung,20,88
OnePlus,21,153
Honor,26,94
Lenovo,27,97
Oppo,30,228
Nokia,39,114
Xioami,11,139
Oppo,58,121
Oppo,33,132
OnePlus,21,259
LYF,30,237
Samsung,32,-11
LG,36,144
Apple,45,202
Samsung,12,88
Nokia,35,120
RealMe,52,232
Samsung,24,-17
Vivo,28,-35
Oppo,32,-25
Motorola,76,175
RealMe,33,63
Motorola,49,92
Oppo,53,25
LG,21,165
LYF,52,66
RealMe,44,113
OnePlus,36,108
Honor,29,70
Honor,38,198
Nokia,30,114
Honor,33,284
Lenovo,53,105
Oppo,53,46
Honor,31,211
Honor,36,27
Nokia,27,134
Apple,42,150
Apple,44,83
Honor,23,207
Motorola,42,263
Apple,47,141
Apple,16,139
Xioami,33,220
OnePlus,48,103
Apple,45,50
Apple,29,90
LG,59,26
Oppo,58,38
LG,26,50
Samsung,25,183
OnePlus,25,272
Oppo,12,141
Xioami,33,41
Motorola,58,38
Oppo,34,44
OnePlus,32,96
Xioami,36,135
Xioami,36,57
Vivo,31,70
OnePlus,37,145
Samsung,24,188
RealMe,44,125
LYF,16,51
Vivo,35,-41
Motorola,38,104
RealMe,41,232
RealMe,45,119
Oppo,51,212
Apple,67,78
Motorola,18,152
LYF,36,171
OnePlus,65,153
Motorola,42,100
Motorola,41,345
Apple,24,134
Apple,48,70
Lenovo,31,-38
Xioami,60,33
Apple,25,109
RealMe,50,131
Samsung,35,35
Lenovo,25,222
Motorola,44,24
LYF,40,157
Samsung,55,-81
Motorola,31,72
Apple,14,235
Nokia,41,243
Oppo,36,68
Oppo,33,235
LYF,43,3
Motorola,45,210
Samsung,44,95
LYF,24,196
LYF,38,22
OnePlus,46,229
Honor,60,145
Lenovo,13,89
Lenovo,11,209
Xioami,22,331
LYF,37,11
LG,44,227
Oppo,31,32
Xioami,26,71
Xioami,37,251
Motorola,22,-40
Xioami,44,227
Lenovo,11,132
OnePlus,24,76
Lenovo,34,70
Nokia,49,61
LYF,42,143
Nokia,39,211
Oppo,19,154
Oppo,34,39
OnePlus,24,212
Nokia,39,326
Motorola,48,168
Vivo,23,178
Motorola,62,89
Lenovo,50,131
Oppo,23,287
Xioami,85,-1
Motorola,37,142
Motorola,32,133
Lenovo,11,118
Samsung,37,155
RealMe,48,124
RealMe,13,233
Oppo,36,53
Samsung,48,103
Honor,38,12
RealMe,28,40
Oppo,61,15
Motorola,30,186
Apple,78,68
Motorola,11,158
Oppo,23,186
Nokia,20,30
Motorola,38,6
LG,34,141
RealMe,35,33
Xioami,43,70
Motorola,53,119
Lenovo,40,45
Samsung,23,111
Samsung,60,198
Vivo,45,293
Xioami,40,27
Vivo,46,54
Apple,49,92
Vivo,31,208
Honor,22,60
Xioami,46,139
RealMe,51,6
Lenovo,44,171
Apple,36,198
Vivo,52,129
OnePlus,17,63
OnePlus,12,41
Nokia,34,15
RealMe,45,171
Motorola,27,178
LG,35,30
RealMe,76,55
RealMe,46,213
RealMe,60,-27
Vivo,27,116
Apple,30,130
Vivo,40,113
Apple,38,157
Motorola,53,166
Vivo,26,239
Nokia,34,32
Xioami,47,-30
Vivo,36,215
Motorola,25,149
Vivo,43,104
Oppo,45,5
Nokia,22,73
OnePlus,32,110
LYF,33,-101
Nokia,17,58
Apple,29,62
Xioami,38,96
LYF,24,179
Vivo,35,-37
Apple,46,140
OnePlus,56,178
Nokia,40,146
RealMe,29,105
Honor,60,103
Oppo,35,-15
Honor,49,0
Nokia,38,-29
RealMe,29,121
LG,45,10
Vivo,48,78
Nokia,14,54
Honor,38,150
Nokia,22,114
OnePlus,53,228
Vivo,24,36
Apple,41,147
Oppo,42,41
Lenovo,45,100
Honor,42,221
Samsung,42,198
OnePlus,29,70
Honor,43,169
Apple,28,120
Xioami,33,134
Nokia,37,201
LG,67,210
LYF,49,83
Oppo,54,157
Apple,40,176
RealMe,24,157
Xioami,44,123
Motorola,60,74
Nokia,50,5
Lenovo,40,119
Apple,21,3
LG,26,43
Lenovo,39,231
Xioami,46,146
RealMe,29,109
Vivo,47,125
Xioami,43,-5
Oppo,29,253
LYF,53,47
Xioami,48,232
OnePlus,28,138
Vivo,36,152
LG,40,213
Motorola,43,103
OnePlus,18,-16
Apple,14,91
LG,30,174
OnePlus,35,28
Xioami,44,235
Nokia,16,64
LG,51,166
Nokia,58,172
Oppo,49,52
Oppo,35,222
Oppo,35,201
Vivo,47,240
Motorola,11,100
Oppo,51,311
Vivo,11,-33
Lenovo,37,16
Apple,42,295
LYF,45,252
Vivo,59,204
Apple,25,69
OnePlus,43,260
Oppo,41,80
Xioami,62,65
OnePlus,23,252
Oppo,57,150
Xioami,26,228
Apple,36,172
Nokia,20,105
Apple,38,118
Xioami,50,47
Honor,35,74
Honor,15,24
Vivo,22,52
Motorola,18,73
Nokia,17,133
Honor,53,314
Motorola,40,59
Motorola,27,126
Lenovo,44,156
Honor,42,171
LG,41,161
OnePlus,64,133
OnePlus,50,126
Lenovo,51,110
OnePlus,19,-24
Xioami,43,75
Lenovo,52,224
LYF,39,129
Vivo,59,228
Apple,51,84
Lenovo,29,58
LYF,12,-23
Xioami,30,128
Samsung,34,182
Honor,27,67
Oppo,24,62
Motorola,38,-39
Xioami,40,22
Nokia,23,46
Samsung,35,29
Apple,28,147
RealMe,49,58
LYF,11,35
OnePlus,35,-28
Lenovo,28,186
LYF,12,122
RealMe,10,109
Nokia,45,136
LG,30,33
Honor,35,48
Oppo,86,43
Xioami,26,-3
Xioami,23,179
Oppo,44,119
OnePlus,30,187
Lenovo,41,151
Vivo,71,84
Honor,26,45
Oppo,42,-15
RealMe,32,112
Lenovo,19,112
RealMe,56,59
Nokia,26,83
Oppo,33,114
Samsung,54,103
Motorola,32,42
Nokia,52,225
Motorola,47,155
OnePlus,29,23
Honor,23,-13
LG,42,34
OnePlus,28,73
LYF,37,139
Nokia,33,-26
LG,50,172
Samsung,15,-25
Oppo,29,92
Apple,53,76
Honor,15,232
Nokia,78,48
LG,36,92
LYF,35,216
Lenovo,51,159
Lenovo,57,171
LYF,39,180
Vivo,24,407
LG,36,112
Motorola,38,61
Apple,22,158
Nokia,79,197
Honor,43,123
Samsung,46,88
Xioami,38,167
Samsung,29,-67
Vivo,40,166
Lenovo,14,39
Nokia,12,177
LG,38,112
Lenovo,35,163
Apple,24,207
LYF,74,273
Oppo,45,114
Apple,49,230
Nokia,24,185
Honor,64,194
Apple,33,141
LG,37,141
Apple,20,248
Motorola,38,89
Oppo,22,94
Lenovo,40,183
Lenovo,15,52
Samsung,18,70
Honor,49,204
Lenovo,37,99
RealMe,29,101
OnePlus,61,276
Motorola,54,19
Lenovo,46,259
OnePlus,27,180
Nokia,40,112
OnePlus,51,115
Oppo,21,15
Xioami,39,195
Honor,39,188
Apple,44,209
LYF,25,130
RealMe,57,109
Oppo,33,158
Lenovo,38,71
LYF,38,84
Apple,40,225
Honor,23,73
OnePlus,28,119
RealMe,36,55
Vivo,12,355
RealMe,45,195
Oppo,39,103
OnePlus,52,97
LG,29,87
OnePlus,45,115
Vivo,36,169
Lenovo,34,248
Lenovo,13,221
Xioami,58,180
Vivo,27,93
Vivo,48,137
Apple,35,26
LYF,28,181
Motorola,37,59
Xioami,42,155
LG,16,154
Motorola,43,199
OnePlus,54,141
RealMe,49,167
Samsung,69,133
LG,39,75
Motorola,14,-28
RealMe,30,35
Samsung,17,28
Apple,30,205
Xioami,42,130
Oppo,29,19
LYF,42,78
Honor,18,36
Xioami,38,78
Nokia,40,89
Lenovo,42,22
Motorola,51,92
Honor,24,173
LG,26,167
OnePlus,57,161
OnePlus,15,201
OnePlus,19,107
LG,28,104
Nokia,47,232
Vivo,33,320
OnePlus,25,25
Samsung,21,194
Apple,19,39
RealMe,34,-18
Apple,25,110
Apple,49,68
Lenovo,36,151
Vivo,61,77
LYF,47,99
Samsung,37,158
Oppo,30,140
OnePlus,53,86
Samsung,31,84
LG,27,270
Lenovo,37,56
Lenovo,63,107
LYF,42,75
Nokia,44,162
Xioami,30,112
LYF,54,61
Nokia,34,186
RealMe,48,54
Honor,40,221
LYF,44,0
Motorola,38,57
Apple,22,-24
LYF,21,-82
Lenovo,70,4
Nokia,50,161
Vivo,23,22
Oppo,29,40
Apple,32,218
Nokia,27,43
Honor,32,46
Lenovo,46,53
Honor,60,266
LYF,41,126
Oppo,39,116
Apple,54,160
Apple,46,289
Nokia,41,217
LG,40,90
OnePlus,49,96
Samsung,48,76
Xioami,41,21
Apple,50,218
LG,17,99
Lenovo,23,107
OnePlus,14,231
Lenovo,55,77
Samsung,42,-77
Xioami,28,53
Samsung,18,273
Oppo,31,143
Xioami,41,238
Samsung,41,261
Vivo,25,67
LG,16,39
Oppo,17,46
Samsung,27,194
Nokia,56,118
Nokia,51,97
Vivo,52,197
Lenovo,19,155
Honor,37,67
Vivo,34,147
Lenovo,51,174
Motorola,60,126
Oppo,63,107
Oppo,38,5
Apple,64,150
Honor,21,94
LYF,43,187
Nokia,34,146
Motorola,25,242
Motorola,35,293
Vivo,15,314
LG,19,207
Vivo,52,197
Nokia,33,161
Xioami,33,74
Apple,61,-46
RealMe,46,104
Lenovo,59,176
Oppo,64,67
Honor,44,65
OnePlus,36,125
Xioami,35,184
LYF,41,182
OnePlus,89,44
Apple,61,254
Vivo,18,119
Samsung,57,50
OnePlus,19,-7
Honor,47,175
LG,13,39
RealMe,45,257
Samsung,51,43
Lenovo,25,119
OnePlus,57,75
LYF,34,175
Honor,37,37
Apple,51,100
LG,23,89
Apple,50,107
Nokia,55,167
Xioami,26,77
LYF,62,110
Honor,22,40
Honor,24,109
Xioami,39,263
RealMe,38,-77
Oppo,41,100
Honor,40,-20
Xioami,49,74
Honor,13,60
Nokia,69,205
Vivo,37,113
Apple,54,45
Apple,32,7
Samsung,64,120
Oppo,58,172
Lenovo,35,-25
Lenovo,53,11
Xioami,48,190
LYF,37,103
Xioami,32,87
Honor,45,83
Lenovo,25,223
LG,42,109
Xioami,35,68
Vivo,43,87
OnePlus,37,118
Vivo,49,104
Oppo,29,22
Vivo,47,-20
Honor,58,254
Honor,39,125
Nokia,55,138
OnePlus,30,121
Oppo,39,167
Lenovo,37,221
Vivo,19,202
Samsung,32,164
Samsung,31,113
Nokia,53,204
Honor,39,191
LYF,29,129
Samsung,45,275
Lenovo,50,128
LYF,36,119
Xioami,24,173
Samsung,39,168
LG,41,72
Motorola,38,163
Xioami,21,-33
Honor,30,86
Xioami,26,86
Vivo,31,30
OnePlus,63,226
RealMe,19,12
LYF,45,192
LYF,35,178
Vivo,21,119
Nokia,32,82
LYF,46,74
Nokia,53,159
Motorola,19,194
Apple,33,123
Xioami,29,99
Nokia,34,78
LYF,33,135
OnePlus,32,123
Motorola,52,-17
Nokia,38,17
OnePlus,52,91
RealMe,21,131
OnePlus,34,261
Apple,67,158
Apple,22,242
Oppo,43,260
Nokia,47,243
OnePlus,40,100
Apple,29,290
Oppo,43,67
Nokia,21,107
Nokia,31,133
Samsung,32,42
LYF,24,182
LYF,28,100
Samsung,35,51
Honor,41,134
RealMe,53,100
Motorola,23,128
Honor,24,135
OnePlus,32,304
Apple,53,131
Oppo,20,350
LYF,14,123
RealMe,22,265
Motorola,23,-36
Vivo,48,94
Motorola,14,99
LG,54,32
OnePlus,26,110
Motorola,52,73
Apple,63,71
OnePlus,32,-6
Samsung,27,159
Xioami,34,172
OnePlus,49,110
LYF,44,221
Oppo,30,197
RealMe,39,60
RealMe,12,148
Apple,35,84
Oppo,26,18
Apple,33,211
Apple,40,77
LYF,55,112
Motorola,10,24
Vivo,28,108
Xioami,45,263
Samsung,40,93
Lenovo,39,163
Oppo,35,115
LYF,12,44
LYF,35,264
Motorola,36,327
LG,57,-33
Samsung,66,306
Samsung,54,55
Apple,15,180
LG,46,121
Apple,25,139
Apple,87,85
RealMe,45,35
Motorola,31,35
RealMe,55,-3
Oppo,18,202
Lenovo,39,154
Motorola,17,147
Xioami,54,130
LYF,39,76
Vivo,23,-92
RealMe,63,6
OnePlus,31,35
Lenovo,41,161
Oppo,24,189
Apple,42,239
Motorola,29,106
LG,20,243
Xioami,44,21
Apple,20,200
Xioami,38,142
LG,20,125
Samsung,39,122
Oppo,27,81
LG,34,-53
Samsung,38,211
Oppo,16,-42
RealMe,38,147
Honor,34,163
LYF,26,109
Apple,49,198
LYF,24,158
Xioami,38,129
Lenovo,38,118
Nokia,64,104
Apple,49,206
LYF,18,81
Xioami,33,52
Samsung,47,72
LG,42,91
Lenovo,54,93
OnePlus,53,70
Xioami,42,135
OnePlus,24,26
Honor,40,67
LYF,28,45
LG,21,203
Vivo,21,14
Samsung,31,228
Xioami,10,275
Xioami,28,133
RealMe,34,98
Lenovo,18,72
LG,27,145
Motorola,28,119
Oppo,41,112
Lenovo,36,143
Honor,56,-113
LG,44,241
Nokia,42,6
Apple,15,-18
OnePlus,30,84
LG,42,58
Honor,11,207
Xioami,34,186
LYF,33,211
Oppo,31,164
Vivo,22,11
Lenovo,23,-99
Lenovo,52,-74
Oppo,49,129
Nokia,20,234
RealMe,15,155
RealMe,28,206
Lenovo,40,48
Honor,20,25
LYF,50,168
LG,26,190
Lenovo,23,166
Apple,23,230
Lenovo,19,114
Vivo,24,106
Motorola,51,139
Vivo,22,47
OnePlus,54,33
OnePlus,38,172
Vivo,19,86
Apple,38,124
Apple,17,105
Oppo,30,160
LYF,40,136
Oppo,47,208
OnePlus,12,139
Honor,34,17
Lenovo,39,45
RealMe,42,-34
Nokia,54,319
OnePlus,29,148
Motorola,29,133
Nokia,47,61
Apple,20,167
LG,46,118
Apple,37,-89
Samsung,10,280
Honor,24,17
Lenovo,75,65
LYF,55,32
Xioami,27,153
OnePlus,25,223
LG,72,32
Honor,47,214
OnePlus,24,51
Samsung,28,207
Vivo,22,198
Motorola,38,70
Honor,33,126
LG,58,69
Vivo,45,213
Samsung,20,111
Oppo,41,168
Xioami,41,243
Oppo,33,297
Samsung,17,152
LG,17,159
RealMe,51,69
LYF,31,292
OnePlus,31,84
Honor,37,37
RealMe,27,103
Samsung,34,105
OnePlus,36,137
Lenovo,30,180
LYF,37,172
RealMe,29,106
RealMe,35,41
Apple,10,86
OnePlus,52,159
Apple,35,117
Oppo,62,124
Apple,32,209
Honor,48,174
LYF,36,202
LYF,39,217
RealMe,33,251
LG,40,85
LYF,13,256
Lenovo,30,164
Motorola,23,280
OnePlus,35,72
Apple,46,2
Oppo,34,78
Samsung,17,298
Nokia,13,147
LG,36,66
LYF,35,191
Honor,47,105
LG,28,156
Lenovo,24,84
LYF,47,182
Motorola,34,-1
Motorola,19,50
Oppo,39,126
Lenovo,50,210
Lenovo,35,151
Honor,20,153
Samsung,15,62
OnePlus,33,-16
Samsung,46,3
Samsung,60,190
OnePlus,53,131
Nokia,46,95
Oppo,27,181
Nokia,33,171
OnePlus,37,153
Nokia,55,200
Motorola,38,86
Xioami,42,56
OnePlus,24,113
LYF,39,73
LYF,42,154
Nokia,56,-70
Samsung,48,87
Samsung,27,221
RealMe,43,126
LG,52,269
Samsung,32,100
LG,64,76
LYF,43,134
Lenovo,21,93
Lenovo,28,175
LG,48,51
Oppo,23,88
Oppo,32,155
Apple,38,220
Apple,35,172
Lenovo,26,197
Nokia,36,177
RealMe,46,69
LG,31,18
Lenovo,32,107
LYF,34,106
LYF,68,57
Oppo,25,172
OnePlus,16,82
Motorola,45,213
Lenovo,16,192
Samsung,27,158
RealMe,13,94
LYF,21,74
Oppo,54,71
Nokia,40,93
RealMe,82,57
Vivo,50,109
Lenovo,44,-10
OnePlus,47,83
Nokia,32,43
Xioami,43,24
OnePlus,94,40
Motorola,62,-27
RealMe,31,65
Apple,22,27
LG,37,198
Oppo,13,197
Motorola,10,171
Honor,41,161
Motorola,23,58
Nokia,21,5
Honor,31,22
RealMe,52,281
Xioami,42,90
Lenovo,49,35
Lenovo,20,40
Xioami,40,8
Samsung,29,111
RealMe,27,210
Oppo,45,128
Nokia,36,-63
RealMe,22,131
OnePlus,57,19
Honor,26,155
Honor,21,23
Samsung,32,-11
LG,30,162
Vivo,35,178
LYF,57,224
LG,13,66
LG,53,129
Motorola,36,159
Motorola,30,148
Nokia,29,110
Motorola,59,128
Xioami,27,245
Samsung,43,186
Honor,37,173
RealMe,13,89
Oppo,31,90
Honor,25,307
Lenovo,41,-4
Apple,11,57
Nokia,17,96
RealMe,27,147
Vivo,25,189
RealMe,17,-23
Honor,29,147
Nokia,29,275
Honor,39,167
LYF,38,121
Oppo,40,109
Motorola,51,154
Oppo,14,65
Honor,18,135
Apple,62,204
Xioami,58,158
Vivo,20,67
Samsung,42,-56
Lenovo,65,99
LYF,37,105
Apple,41,171
Motorola,18,145
LYF,12,255
OnePlus,13,231
Oppo,41,26
Lenovo,56,66
RealMe,78,161
Lenovo,51,111
